Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.192602157592773,24.65950423811587,23.754465939878138,24.648439535677543,212818400
2015-01-05,23.511064529418945,24.042138324672056,23.325189629610737,23.962477170972235,257142000
2015-01-06,23.513267517089844,23.772165309183304,23.152579204524255,23.575225789908487,263188400
2015-01-07,23.84298324584961,23.942558834690647,23.610637954237987,23.721278247722207,160423600
2015-01-08,24.759078979492188,24.816612391422495,24.05319353108403,24.170473633005646,237458000
2015-01-09,24.785634994506836,25.060022405088077,24.387329327343235,24.93167928030907,214798000
2015-01-12,24.174896240234375,24.922823772441756,24.075320683875773,24.91618562711603,198603200
2015-01-13,24.389541625976562,24.960445829902344,24.099664655994744,24.65729087939062,268367600
2015-01-14,24.296606063842773,24.449288501616856,24.008940661725582,24.128432366224875,195826400
2015-01-15,23.637182235717773,24.35413056157484,23.601778234659196,24.340854272207398,240056000
2015-01-16,23.45351791381836,23.805354759571443,23.27870612970956,23.683649818661486,314053200
2015-01-20,24.057626724243164,24.112946873374245,23.566383529841232,23.86289871883009,199599600
2015-01-21,24.24128532409668,24.57541774452879,23.95804479734744,24.108515641336837,194303600
2015-01-22,24.871936798095703,24.88742637071064,24.27890479360892,24.398396505882765,215185600
2015-01-23,25.000276565551758,25.17066184134601,24.67941876430255,24.849805728333372,185859200
2015-01-26,25.02682876586914,25.305642719304203,24.960445616732773,25.168448176577243,222460000
2015-01-27,24.150564193725586,24.88964226473819,24.12622319302464,24.87636428093233,382274800
2015-01-28,25.515857696533203,26.13765714169229,25.515857696533203,26.029228465091716,585908400
2015-01-29,26.310253143310547,26.3744246942054,25.571175357345947,25.739349018717416,337745600
2015-01-30,25.925230026245117,26.55366597735562,25.856631907802715,26.19961743530487,334982000
2015-02-02,26.250513076782227,26.370004785647765,25.68624864341562,26.122171630877833,250956400
2015-02-03,26.254932403564453,26.352294678311385,26.024800474481754,26.22173998998051,207662800
2015-02-04,26.456302642822266,26.666520183230848,26.179701948787283,26.221745794516334,280598800
2015-02-05,26.64513397216797,26.70955879365363,26.491847269498656,26.66290499248517,168984800
2015-02-06,26.420764923095703,26.714008020262256,26.314130299171573,26.66291187455073,174826400
2015-02-09,26.59625816345215,26.622915539684453,26.309679504659737,26.336338575791345,155559200
2015-02-10,27.107213973999023,27.136095061304506,26.69400934269236,26.696229661023946,248034000
2015-02-11,27.742572784423828,27.75145914200605,27.213847220027088,27.273828015082834,294247200
2015-02-12,28.09357452392578,28.320172390844654,27.89585774106676,28.004712648563466,297898000
2015-02-13,28.231313705444336,28.27574380069617,27.913633609185215,28.27574380069617,217088800
2015-02-17,28.397930145263672,28.6311923911294,28.195769306193434,28.322396946689228,252609600
2015-02-18,28.59564971923828,28.608978410609364,28.313513322619073,28.353501091632044,179566800
2015-02-19,28.535667419433594,28.664517086594802,28.509010036503504,28.542331765166118,149449600
2015-02-20,28.768930435180664,28.768930435180664,28.44680795382774,28.573433915827366,195793600
2015-02-23,29.546472549438477,29.546472549438477,28.804479240320354,28.884454790331883,283896400
2015-02-24,29.362077713012695,29.679759521946426,29.139923834524474,29.5331371485924,276912400
2015-02-25,28.611196517944336,29.235451763904805,28.469018171309017,29.226563710478064,298846800
2015-02-26,28.973308563232422,29.07327713106697,28.126902824541162,28.61119665484146,365150000
2015-02-27,28.53788948059082,29.00663431225127,28.489015354840497,28.880004971043817,248059200
2015-03-02,28.677846908569336,28.942210599045755,28.502346814362078,28.713392347077,192386800
2015-03-03,28.73782730102539,28.773372736921615,28.455690912023037,28.64896710108417,151265200
2015-03-04,28.5556583404541,28.78225624796574,28.506787605303753,28.680067361107007,126665200
2015-03-05,28.082469940185547,28.602309153184912,27.93806959383036,28.564543404185695,226068400
2015-03-06,28.124677658081055,28.740043089670174,28.049146161056143,28.524553579488252,291368400
2015-03-09,28.244640350341797,28.784475968478535,27.782559935616113,28.426806439526047,354114000
2015-03-10,27.660381317138672,28.262418155621695,27.502652258634235,28.082474047098263,275426400
2015-03-11,27.156085968017578,27.718134933579027,27.127206577874272,27.713692602364425,275756000
2015-03-12,27.647050857543945,27.747021124712568,27.020576957239324,27.17164166982553,193450800
2015-03-13,27.45599365234375,27.858093275490027,27.231619482991277,27.635939424321684,207309200
2015-03-16,27.75813102722168,27.75813102722168,27.296052171713903,27.52042640574561,143497200
2015-03-17,28.222429275512695,28.284632091074627,27.913635516187682,27.969173986496493,204092400
2015-03-18,28.540109634399414,28.693396356113592,28.073586818847133,28.21354315504293,261083600
2015-03-19,28.324613571166992,28.713382777045755,28.302398526953766,28.602305861080392,183238000
2015-03-20,27.969175338745117,28.524558373785165,27.80478193325487,28.491236645908533,274780400
2015-03-23,28.260194778442383,28.40237312558268,28.106908059378792,28.240201742859963,150838800
2015-03-24,28.14467430114746,28.44457999143216,28.115793213344112,28.26463759420105,131369200
2015-03-25,27.40934181213379,28.17355160991336,27.40934181213379,28.111348802168397,206620800
2015-03-26,27.600400924682617,27.742579289537534,27.236068652879418,27.27161409154305,190291600
2015-03-27,27.380462646484375,27.70258505848325,27.304931149287167,27.67370566747833,158184800
2015-03-30,28.07358741760254,28.080251763054054,27.54708209323727,27.55819046558957,188398800
2015-03-31,27.64261245727539,28.100248992158306,27.627061750601698,28.011387084780093,168362400
2015-04-01,27.602611541748047,27.795885971157766,27.34713431525909,27.729239148630523,162485600
2015-04-02,27.84031867980957,27.893635125916244,27.589285455112197,27.77589386393518,128880400
2015-04-06,28.291297912597656,28.3268433490019,27.620393902014577,27.651495311418447,148776000
2015-04-07,27.993610382080078,28.462353501011048,27.986946036985735,28.35572058970243,140049200
2015-04-08,27.902528762817383,28.080252556075337,27.762572419684044,27.95806723634803,149316800
2015-04-09,28.11579132080078,28.1202353470404,27.693700352605102,27.9580622872825,129936000
2015-04-10,28.23575782775879,28.26019489016697,27.826995501839317,27.98028052660932,160752000
2015-04-13,28.180219650268555,28.56232629417243,28.126903193051565,28.51789280584231,145460400
2015-04-14,28.05803680419922,28.277968679310423,27.97139692324936,28.213543848237514,102098400
2015-04-15,28.1646671295166,28.242420644379937,27.99360939681727,28.082471283046583,115881600
2015-04-16,28.029157638549805,28.235760836901022,28.015828946688366,28.053594703562297,113476000
2015-04-17,27.71368980407715,28.022483486743067,27.649264991124657,27.89141354290465,207828000
2015-04-20,28.34683609008789,28.4623553673972,27.80700206835276,27.89586396353667,188217200
2015-04-21,28.19354820251465,28.48012520073409,28.140230053864958,28.457911847812642,129740400
2015-04-22,28.573429107666016,28.628967574063935,28.062476233744846,28.211318916915396,150618000
2015-04-23,28.806684494018555,28.97329985358974,28.46678943167719,28.5023348552706,183083600
2015-04-24,28.942203521728516,29.019958725725385,28.70894129953666,28.98885732208639,178103600
2015-04-27,29.468698501586914,29.575334760044576,29.135467820951717,29.393167027527735,387816800
2015-04-28,29.00440216064453,29.888573413997864,28.78447204858983,29.870804091442523,475696000
2015-04-29,28.577871322631836,29.233224506626065,28.502339826670195,28.91554612607042,253544400
2015-04-30,27.802562713623047,28.577879399958032,27.675935050268052,28.577879399958032,332781600
2015-05-01,28.646743774414062,28.90888713039242,27.835883422298416,28.01360551944855,234050400
2015-05-04,28.591205596923828,29.006635685468652,28.493457340795633,28.768929390811504,203953200
2015-05-05,27.946958541870117,28.535664962892916,27.942514515164522,28.469018121505634,197085600
2015-05-06,27.771451950073242,28.157999156225962,27.404897775923576,28.11578938435379,288564000
2015-05-07,27.943235397338867,28.12616246190413,27.666612654256106,27.83392405606505,175763600
2015-05-08,28.469697952270508,28.469697952270508,28.132843981101665,28.260000530194958,222201600
2015-05-11,28.17969512939453,28.456316106647098,28.025768130626794,28.41839260613247,168143200
2015-05-12,28.079309463500977,28.304620877619083,27.845072870312944,28.01907641863355,192640000
2015-05-13,28.11054229736328,28.37377892879897,28.07931097685221,28.141773617874353,138776800
2015-05-14,28.766403198242188,28.766403198242188,28.367088193902088,28.422858655086724,180814000
2015-05-15,28.72625160217285,28.88687081110001,28.601326307220393,28.793176839885668,152832000
2015-05-18,29.043027877807617,29.161260991208557,28.634787665816834,28.63925025612226,203531600
2015-05-19,29.016250610351562,29.19694631905053,28.92032366877132,29.154560233512147,178532800
2015-05-20,29.01401710510254,29.219251943727052,28.853397943751535,29.000632742316288,145819600
2015-05-21,29.310720443725586,29.364261306407442,28.96271334618968,29.016254208871537,158921600
2015-05-22,29.5672607421875,29.66318768776386,29.312947622321087,29.357566706193726,182384000
2015-05-26,28.915870666503906,29.649811919091093,28.804329732405115,29.580657084583308,282790400
2015-05-27,29.45571517944336,29.504793440770733,29.011784639197113,29.07647685424266,183332800
2015-05-28,29.397720336914062,29.43564383573585,29.246026341626916,29.415567289999302,122933200
2015-05-29,29.063100814819336,29.324106149911614,28.978328629351232,29.275027874530984,203538000
2015-06-01,29.121097564697266,29.310718462078576,29.01178965788815,29.06309752034872,128451200
2015-06-02,28.99171257019043,29.147869151254092,28.848940352652487,28.969403028342118,134670400
2015-06-03,29.027400970458984,29.210329669290964,28.978322705111765,29.147867041386856,123934000
2015-06-04,28.857866287231445,29.130026398016824,28.7574801423585,28.906944563206427,153800400
2015-06-05,28.699478149414062,28.931485175657727,28.63478591176388,28.889099080250205,142507200
2015-06-08,28.509859085083008,28.824405288183716,28.293469433641413,28.75524706027214,210699200
2015-06-09,28.425077438354492,28.57231221684022,28.023531291716502,28.264458298907794,224301600
2015-06-10,28.75078582763672,28.853401557823254,28.521010125158224,28.536625784357813,156349200
2015-06-11,28.686092376708984,29.040791677792328,28.66155323867411,28.81770984255118,141563600
