Strategy,Total Return,Sharpe Ratio,Maximum Drawdown
MA 100/300,0.21386870080757125,0.7991132586121942,-0.044128804347562146
AAPL Buy & Hold,9.285385950209282,0.9631868715603219,-0.38515901797043123
SPY Buy & Hold,2.3957371610184426,0.7838638242305251,-0.33717252846989104
