Train Start,Train End,Test Start,Test End,Short MA,Long MA,Return,Sharpe Ratio,Maximum Drawdown
2015-01-02,2018-01-02,2018-01-03,2019-01-03,20,100,-0.007876283602714529,-0.9992022594867227,-0.009969458003008996
2016-01-04,2019-01-03,2019-01-04,2020-01-03,100,300,0.0,0.0,0.0
2017-01-03,2020-01-03,2020-01-06,2021-01-04,50,100,0.1894991389636993,2.4110124678540625,-0.050376875595230165
2018-01-03,2021-01-04,2021-01-05,2022-01-03,20,300,0.0,0.0,0.0
2019-01-04,2022-01-03,2022-01-04,2023-01-04,50,100,-0.04476492122650144,-0.7356878363503105,-0.10040430187069187
2020-01-06,2023-01-04,2023-01-05,2024-01-05,50,100,0.009849184852600112,0.17193139493290746,-0.07398749258206033
