Train Start,Train End,Test Start,Test End,Short MA,Long MA,Return,Sharpe Ratio,Maximum Drawdown
2015-01-02,2018-01-02,2018-01-03,2019-01-03,50,250,0.0,0.0,0.0
2016-01-04,2019-01-03,2019-01-04,2020-01-03,30,150,0.02293539610672002,2.9266378763353957,-0.0023954536112676937
2017-01-03,2020-01-03,2020-01-06,2021-01-04,20,100,0.048657720474243105,1.525220987035299,-0.02518269578129635
2018-01-03,2021-01-04,2021-01-05,2022-01-03,75,300,0.0,0.0,0.0
2019-01-04,2022-01-03,2022-01-04,2023-01-04,30,200,0.0,0.0,0.0
2020-01-06,2023-01-04,2023-01-05,2024-01-05,50,100,-0.018454224929809526,-0.8050791178805377,-0.036555217159877196
